R1-PA1:VH,R1-PM1:V,R1-PA2:VH,R1-PM2:V,R1-PA3:VH,R1-PM3:V,R1-PA4:IH,R1-PM4:I,R1-PA5:IH,R1-PM5:I,R1-PA6:IH,R1-PM6:I,R1-PA7:VH,R1-PM7:V,R1-PA8:VH,R1-PM8:V,R1-PA9:VH,R1-PM9:V,R1-PA10:IH,R1-PM10:I,R1-PA11:IH,R1-PM11:I,R1-PA12:IH,R1-PM12:I,R1:F,R1:DF,R1-PA:Z,R1-PA:ZH,R1:S,R2-PA1:VH,R2-PM1:V,R2-PA2:VH,R2-PM2:V,R2-PA3:VH,R2-PM3:V,R2-PA4:IH,R2-PM4:I,R2-PA5:IH,R2-PM5:I,R2-PA6:IH,R2-PM6:I,R2-PA7:VH,R2-PM7:V,R2-PA8:VH,R2-PM8:V,R2-PA9:VH,R2-PM9:V,R2-PA10:IH,R2-PM10:I,R2-PA11:IH,R2-PM11:I,R2-PA12:IH,R2-PM12:I,R2:F,R2:DF,R2-PA:Z,R2-PA:ZH,R2:S,R3-PA1:VH,R3-PM1:V,R3-PA2:VH,R3-PM2:V,R3-PA3:VH,R3-PM3:V,R3-PA4:IH,R3-PM4:I,R3-PA5:IH,R3-PM5:I,R3-PA6:IH,R3-PM6:I,R3-PA7:VH,R3-PM7:V,R3-PA8:VH,R3-PM8:V,R3-PA9:VH,R3-PM9:V,R3-PA10:IH,R3-PM10:I,R3-PA11:IH,R3-PM11:I,R3-PA12:IH,R3-PM12:I,R3:F,R3:DF,R3-PA:Z,R3-PA:ZH,R3:S,R4-PA1:VH,R4-PM1:V,R4-PA2:VH,R4-PM2:V,R4-PA3:VH,R4-PM3:V,R4-PA4:IH,R4-PM4:I,R4-PA5:IH,R4-PM5:I,R4-PA6:IH,R4-PM6:I,R4-PA7:VH,R4-PM7:V,R4-PA8:VH,R4-PM8:V,R4-PA9:VH,R4-PM9:V,R4-PA10:IH,R4-PM10:I,R4-PA11:IH,R4-PM11:I,R4-PA12:IH,R4-PM12:I,R4:F,R4:DF,R4-PA:Z,R4-PA:ZH,R4:S,control_panel_log1,control_panel_log2,control_panel_log3,control_panel_log4,relay1_log,relay2_log,relay3_log,relay4_log,snort_log1,snort_log2,snort_log3,snort_log4
42.01499512,131208.4219,-77.95663761,131183.3486,162.0439236,131283.6417,38.13034127,450.4506,-82.08766331,451.91548,158.2222951,452.46481,42.03791343,131233.4952,0.0,0.0,0.0,0.0,38.08450464,451.54926,0.0,0.0,0.0,0.0,60.0,0.0,8.334710087,0.06337408,0,35.21942308,129578.5469,-84.7183265,129431.9766,155.2395721,129665.6172,-149.6310442,456.3217163,90.38177593,456.7909241,-29.60540715,457.0598755,35.24688727,129558.9609,0.0,0.0,0.0,0.0,-149.6200612,456.7222595,0.0,0.0,0.0,0.0,60.0,0.0,8.079774793,-3.057532152,0,35.21971567,129127.3405,-84.73472832,129102.2672,155.2715625,129127.3405,-149.6909536,453.74658,90.38409218,453.74658,-29.67921379,453.19725,35.24836356,129127.3405,0.0,0.0,0.0,0.0,-149.6623057,453.56347,0.0,0.0,0.0,0.0,59.999,0.0,8.080115955,-3.053846859,0,42.07802047,131258.5685,-77.91080098,130631.7367,162.1126786,131308.715,38.15325958,448.25328,-81.83556188,448.6195,158.1764585,448.07017,42.08947963,131057.9823,0.0,0.0,0.0,0.0,38.16471873,448.25328,0.0,0.0,0.0,0.0,60.0,0.0,8.327299672,0.069583394,0.0,0,0,0,0,0,0,0,0,0,0,0,0
88.91732023,131935.5467,-31.0543125,131885.4002,-151.0660523,132010.7666,89.97729215,328.49934,-31.85645341,333.44331,-149.7654381,325.9358,88.92877938,131935.5467,0.0,0.0,0.0,0.0,89.4444414,329.23178,139.2058259,4.76086,-80.83861532,3.84531,59.999,0.0,11.79743398,-0.024310678,0,84.32792829,130531.4436,-35.63797486,130481.2971,-155.6267963,130556.5169,-100.107186,332.34465,138.2088793,338.38728,20.10508903,330.87977,84.35657618,130531.4436,0.0,0.0,0.0,0.0,-100.5999297,333.80953,-45.14907426,4.39464,89.8340527,4.02842,60.0,0.0,11.54386646,-3.069460298,0,84.4024128,130556.5169,-35.5749495,129929.6851,-155.5809597,130606.6634,-100.1644817,329.598,138.1573131,335.64063,20.09935945,327.58379,84.41960153,130355.9307,0.0,0.0,0.0,0.0,-100.6457663,330.87977,-45.77359825,4.39464,92.40090362,4.02842,60.0,0.0,11.6488265,-3.065223459,0,89.33258374,132423.7188,-30.61065731,132280.1875,-150.6637551,132503.0625,90.5026293,325.8533325,-31.13250767,331.8443298,-149.1915898,325.0293579,89.35455646,132398.1094,0.0,0.0,0.0,0.0,90.04669368,327.5413513,143.8028028,4.016876221,-80.5764793,4.125595093,59.99900055,0.0,11.9625217,-0.026382785,0.0,0,0,0,0,0,0,0,0,0,0,0,0
143.6806263,131333.7883,23.67461609,130681.8832,-96.29128705,131409.0081,140.0251556,442.02754,19.91601296,443.30931,-100.0728085,442.39376,143.6863559,131133.2021,0.0,0.0,0.0,0.0,139.9564006,442.57687,0.0,0.0,0.0,0.0,60.0,0.0,8.458280918,0.063190255,0,136.896806,129227.6336,16.93663242,129202.5603,-103.0464595,129227.6336,-47.92791956,447.70395,-167.9740368,448.07017,71.92339202,447.88706,136.9311835,129227.6336,0.0,0.0,0.0,0.0,-47.99094492,447.88706,0.0,0.0,0.0,0.0,60.0,0.0,8.192512819,-3.058290196,0,136.8738877,129202.5603,16.90798453,129152.4138,-103.0980257,129252.7069,-48.10553648,444.04175,-168.2204087,446.05596,72.02079485,444.9573,136.8910764,129202.5603,0.0,0.0,0.0,0.0,-48.10553648,444.9573,0.0,0.0,0.0,0.0,59.999,0.0,8.324785323,-3.054746554,0,143.5556046,131757.5625,23.61786012,131607.7188,-96.42425987,131831.4688,140.0070208,440.4373169,20.01434452,441.1697388,-100.0057993,441.0095215,143.5830756,131733.625,0.0,0.0,0.0,0.0,140.0070208,440.8836365,0.0,0.0,0.0,0.0,60.0,0.0,8.510491563,0.061825807,0.0,0,0,0,0,0,0,0,0,0,0,0,0
-16.34075632,134091.848,-136.312389,134041.7014,103.676713,134141.9945,-16.93663242,396.79937,-135.1263664,385.62966,101.3734227,403.20822,-16.32356758,134091.848,0.0,0.0,0.0,0.0,-16.91944369,395.15138,-156.7326049,7.87373,15.75633937,9.33861,59.977,0.07,9.033900211,-0.004825435,0,-22.37091176,132458.1094,-142.3416204,132302.5625,97.62176962,132551.9844,154.1793901,402.9178467,36.07635569,393.2476196,-87.23969083,410.15625,-22.3599254,132437.0938,0.0,0.0,0.0,0.0,154.3167179,401.9909058,15.03204425,8.234024048,-174.0646389,8.411407471,59.99300003,0.0,8.842867682,-3.094095195,0,-22.3740019,131985.6933,-142.3570938,131960.62,97.6549266,132010.7666,151.23221,208.37918,29.988611,210.94272,-89.51319633,209.29473,-22.35681317,131985.6933,0.0,0.0,0.0,0.0,150.567579,209.47784,0.0,0.0,0.0,0.0,59.995,0.0,18.19395409,-3.044271361,0,-19.15970867,132587.4518,-139.137071,131910.4735,100.8692198,132612.525,-11.89460383,207.46363,-133.1210141,210.5765,106.5644203,210.5765,-19.14251994,132361.7923,0.0,0.0,0.0,0.0,-12.81706588,209.47784,0.0,0.0,0.0,0.0,60.007,-0.09,18.18405005,-0.151127418,0.0,0,0,0,0,0,0,0,0,0,0,0,0
46.3580152,131258.5685,-73.63080625,130631.7367,166.3926733,131308.715,42.31293317,455.57768,-77.6472404,455.57768,162.2902955,455.02835,46.36947436,131057.9823,0.0,0.0,0.0,0.0,42.31866275,455.39457,0.0,0.0,0.0,0.0,59.999,0.0,8.179132664,0.07209796,0,39.39657799,129077.194,-80.56932515,129027.0474,159.4426952,129077.194,-145.4682546,460.52165,94.62397987,460.70476,-25.45078526,460.33854,39.41949631,129077.194,0.0,0.0,0.0,0.0,-145.4338771,460.52165,0.0,0.0,0.0,0.0,60.0,0.0,7.960797733,-3.054912083,0,39.3679301,129027.0474,-80.6094322,128976.9009,159.3853994,129102.2672,-145.5771166,458.50744,94.53230662,457.59189,-25.59975429,456.31012,39.38511884,129052.1207,0.0,0.0,0.0,0.0,-145.5484687,457.40878,0.0,0.0,0.0,0.0,60.0,0.0,7.966411583,-3.050943199,0,46.2387107,131662.5625,-73.69903888,131524.5625,166.2533614,131750.3281,42.35504123,453.1231079,-77.60467765,453.4378052,162.3587056,453.4320679,46.26617489,131645.8125,0.0,0.0,0.0,0.0,42.37152248,453.3348083,0.0,0.0,0.0,0.0,60.0,0.0,8.259009064,0.068090074,0.0,0,0,0,0,0,0,0,0,0,0,0,0
-131.2990083,133690.6756,108.713012,133640.5291,-11.29299814,133740.8222,-124.732912,262.57974,118.5105903,251.59314,-5.190997624,263.6784,-131.2932788,133690.6756,0.0,0.0,0.0,0.0,-123.8333683,259.10065,116.9922522,6.40885,-111.2970517,6.59196,59.988,0.03,13.52419713,-0.109388084,0,-135.3817806,133281.1094,104.6804833,133142.875,-15.36163332,133361.6719,42.21222198,264.7476196,-74.64935725,253.818512,161.66107,267.6830444,-135.3543096,133265.5469,0.0,0.0,0.0,0.0,43.03619551,261.9838867,-77.13775909,6.866455078,62.09197933,6.551742554,59.99300003,0.0,13.38828541,-3.101257051,0,-135.3841974,132813.1112,104.6564709,132788.0379,-15.32662102,132838.1845,33.51803102,239.32477,-86.3504693,238.59233,153.5355004,238.59233,-135.3498199,132813.1112,0.0,0.0,0.0,0.0,33.56386764,238.77544,0.0,0.0,0.0,0.0,59.993,0.0,15.71004106,-2.945380024,0,-131.8261295,134041.7014,108.1687021,133364.7231,-11.82011931,134091.848,-131.0469069,232.73281,109.0052205,233.09903,-11.13256996,233.28214,-131.8203999,133816.042,0.0,0.0,0.0,0.0,-131.0583661,233.09903,0.0,0.0,0.0,0.0,59.999,-0.01,16.3603833,-0.014419866,0.0,0,0,0,0,0,0,0,0,0,0,0,0
175.6745896,131083.0556,55.69722726,131032.909,-64.3145125,131133.2021,0.0,0.0,0.0,0.0,0.0,0.0,175.6860487,131083.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.042,-0.08,9.9576341,0.0,2048,142.9403685,125205.8047,22.98614617,125057.3281,-97.04498746,125290.2813,0.0,0.0,0.0,0.0,0.0,0.0,142.962348,125186.7109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.97999954,0.029999999,9.7053970845,0.0,0,142.9415107,124764.5915,22.96414843,124764.5915,-97.00748429,124764.5915,-43.56198116,557.38684,-164.8972534,564.52813,76.69613046,555.37263,142.9701586,124764.5915,0.0,0.0,0.0,0.0,-43.92867415,559.03483,6.388479416,5.67641,145.462525,5.4933,59.98,0.03,6.534346297,-3.032704245,0,151.5186889,129127.3405,31.53559704,128500.5088,-88.46468357,129177.487,142.5518994,546.58335,21.21089758,554.27397,-97.19656037,544.56914,151.5301481,128926.7543,0.0,0.0,0.0,0.0,142.1794769,548.41445,-165.2066506,5.67641,-26.73421072,5.4933,59.98,0.0,6.902426235,0.152621452,0.0,0,0,0,0,1,1,0,0,0,0,0,0
36.38281999,131935.5467,-83.59454231,131308.715,156.4060189,131985.6933,36.21093265,349.92321,-84.53419309,353.03608,154.9736244,354.31785,36.39427915,131734.9606,0.0,0.0,0.0,0.0,35.54630161,352.48675,0.0,0.0,0.0,0.0,60.0,0.0,10.67667715,-0.015832942,0,30.9225322,130205.4911,-89.03764136,130180.4178,150.9801086,130230.5644,-153.7245764,355.41651,85.59416501,357.98005,-34.96761424,359.81115,30.95690967,130205.4911,0.0,0.0,0.0,0.0,-154.3720187,357.61383,0.0,0.0,0.0,0.0,60.0,0.0,10.35336482,-3.07935505,0,30.89961389,130155.3446,-89.07201883,130130.2713,150.9285424,130255.6377,-153.0312975,348.09211,86.32755099,351.02187,-34.12536628,350.10632,30.9225322,130180.4178,0.0,0.0,0.0,0.0,-153.6157145,349.7401,0.0,0.0,0.0,0.0,60.0,0.0,10.58620492,-3.084269389,0,36.21368347,132096.6875,-83.72955417,131958.4063,156.233829,132176.7188,37.25189271,343.837738,-83.52630823,347.454071,156.1953751,348.4210815,36.24115108,132076.9063,0.0,0.0,0.0,0.0,36.63666001,346.5671387,0.0,0.0,0.0,0.0,60.0,0.0,10.92825223,-0.036628135,0.0,0,0,0,0,0,0,0,0,0,0,0,0
18.19713957,132236.426,-101.763034,132186.2794,138.2146089,132286.5725,18.47788889,281.07385,-101.1155917,280.89074,138.6672456,279.42586,18.21432831,132236.426,0.0,0.0,0.0,0.0,18.67269454,280.52452,0.0,0.0,0.0,0.0,60.0,0.0,13.32945562,0.005485491,0,14.44426602,131083.0556,-105.5216371,131057.9823,134.4903833,131108.1288,-173.6119415,284.73605,66.59488453,284.55294,-53.50279891,284.55294,14.46718433,131083.0556,0.0,0.0,0.0,0.0,-173.5030795,284.55294,0.0,0.0,0.0,0.0,59.999,0.0,13.06839505,-2.997954175,0,14.51875053,131133.2021,-105.4643413,130456.2238,134.5362199,131183.3486,-173.6520485,282.53873,66.52612959,282.35562,-53.62312005,282.35562,14.53020968,130932.6159,0.0,0.0,0.0,0.0,-173.5890232,282.35562,0.0,0.0,0.0,0.0,60.0,0.0,13.16242006,-2.996561176,0,18.62457349,132732.8281,-101.3021897,132577.0469,138.6447122,132809.9688,19.15741021,278.5892334,-100.7144178,279.132843,139.2434739,279.1271362,18.65203939,132706.3906,0.0,0.0,0.0,0.0,19.22332836,278.9440308,0.0,0.0,0.0,0.0,60.0,0.0,13.56221167,-0.008018235,0.0,0,0,0,0,0,0,0,0,0,0,0,0
137.1030708,132060.9131,17.1257085,132010.7666,-102.8688425,132111.0596,139.1313414,308.90657,16.96528031,316.59719,-100.3764761,306.15992,137.1202595,132060.9131,0.0,0.0,0.0,0.0,138.5583836,310.55456,-167.9797664,5.67641,-24.8950162,5.12708,60.0,0.0,12.74185485,-0.037772328,0,132.7715099,130706.9565,12.81706588,130681.8832,-107.1717556,130757.1031,-51.37712549,312.56877,-173.9098796,320.99183,68.82941993,311.287,132.8058873,130706.9565,0.0,0.0,0.0,0.0,-52.17353682,314.76609,4.623769407,5.85952,133.8200226,5.4933,60.0,0.0,12.48559013,-3.080793166,0,132.851724,130757.1031,12.87436166,130130.2713,-107.1201894,130807.2496,-51.49744663,310.00523,-173.9786345,318.42829,68.67472132,309.08968,132.8631831,130556.5169,0.0,0.0,0.0,0.0,-52.28239881,312.38566,6.497341397,5.67641,133.7455381,5.4933,60.0,0.0,12.58430976,-3.077661152,0,137.5186189,132535.7188,17.58087277,132379.8906,-102.4722285,132614.8125,139.7378567,306.678772,17.48199554,314.7411499,-99.78058068,305.5343628,137.54609,132513.1406,0.0,0.0,0.0,0.0,139.128112,308.9160767,-167.2970689,5.298614502,-30.34698469,5.498886108,60.0,0.0,12.91780538,-0.046406286,0.0,0,0,0,0,0,0,0,0,0,0,0,0
7.763578124,131760.0339,-112.2080546,131133.2021,127.7925066,131835.2537,5.523313145,379.95325,-114.5056154,380.31947,125.4834867,379.77014,7.780766858,131559.4477,0.0,0.0,0.0,0.0,5.494665255,380.13636,0.0,0.0,0.0,0.0,60.0,0.0,9.857029736,0.039650196,0,1.959515659,130004.905,-118.0006579,129979.8317,122.0056329,130055.0515,176.1272262,385.08033,56.18997097,385.26344,-63.79885049,384.34789,1.988163549,130029.9782,0.0,0.0,0.0,0.0,176.1730628,384.89722,0.0,0.0,0.0,0.0,60.0,0.0,9.598207746,-3.036785172,0,1.93086777,129979.8317,-118.0293058,129929.6851,121.9483371,130029.9782,175.9725276,381.23502,55.8691146,383.79856,-63.7702026,381.96746,1.948056503,129979.8317,0.0,0.0,0.0,0.0,176.0240938,382.33368,0.0,0.0,0.0,0.0,59.999,0.0,9.788458444,-3.035598465,0,7.660217664,132183.5625,-112.2720336,132022.1094,127.6748683,132255.7969,5.51788358,377.7980957,-114.4198617,378.4847412,125.5435215,378.519043,7.682190382,132154.625,0.0,0.0,0.0,0.0,5.545349479,378.2615662,0.0,0.0,0.0,0.0,60.0,0.0,9.955998178,0.037614785,0.0,0,0,0,0,0,0,0,0,0,0,0,0
-135.240958,132361.7923,104.7939807,132311.6458,-15.20629988,132411.9389,-132.5022197,252.6918,106.6790119,253.97357,-13.4358603,253.24113,-135.2180397,132361.7923,0.0,0.0,0.0,0.0,-133.0866367,253.24113,0.0,0.0,0.0,0.0,60.0,0.0,14.85209855,-0.059543954,0,-138.6271385,131333.7883,101.4135297,131283.6417,-18.57529172,131333.7883,33.99358599,256.17089,-86.59111158,258.00199,153.2662102,257.81888,-138.5984906,131308.715,0.0,0.0,0.0,0.0,33.55240848,257.45266,0.0,0.0,0.0,0.0,59.999,0.0,14.58014752,-3.02369185,0,-138.552654,131333.7883,101.4650959,130706.9565,-18.52372552,131409.0081,33.90191274,253.79046,-86.75726934,255.62156,153.2089144,255.25534,-138.5354653,131158.2754,0.0,0.0,0.0,0.0,33.44927608,254.88912,0.0,0.0,0.0,0.0,60.0,0.0,14.73566025,-3.020973185,0,-134.8159814,132852.6563,105.2407842,132696.9375,-14.80133071,132928.625,-131.9101047,250.6198883,107.2512845,252.5310516,-12.62603754,252.2621155,-134.7940155,132829.7031,0.0,0.0,0.0,0.0,-132.4264534,251.7986298,0.0,0.0,0.0,0.0,59.99900055,0.0,15.12395881,-0.064560486,0.0,0,0,0,0,0,0,0,0,0,0,0,0
-30.16622791,132512.232,-150.1550494,132437.0121,89.85697101,132587.4518,-28.48746157,439.464,-147.0496181,429.75917,91.10028943,441.2951,-30.15476876,132512.232,0.0,0.0,0.0,0.0,-28.14941647,436.71735,-148.2642886,5.31019,-7.087487926,5.67641,59.98,0.04,8.26824007,-0.031122572,0,-36.84539742,131797.9688,-156.7831402,131656.0938,83.16925326,131876.5625,143.4182768,441.1296997,25.06256124,432.9071045,-96.8142705,442.5086975,-36.81793323,131778.375,0.0,0.0,0.0,0.0,143.8852022,438.8008118,20.6900022,5.458831787,154.613353,5.38444519,59.98199844,0.029999999,8.214414092,3.141040808,0,-36.84118623,131333.7883,-156.8185485,131308.715,83.21066059,131358.8615,135.5446256,473.88868,15.92249713,472.4238,-104.5017723,473.52246,-36.81253834,131333.7883,0.0,0.0,0.0,0.0,135.6592172,473.33935,0.0,0.0,0.0,0.0,59.982,0.02,7.82022717,-3.005539259,0,-29.90266733,134367.6539,-149.9029479,133690.6756,90.10907244,134417.8005,-36.78389045,464.91629,-156.6237429,464.36696,83.18774228,465.0994,-29.89693775,134167.0678,0.0,0.0,0.0,0.0,-36.7437834,464.73318,0.0,0.0,0.0,0.0,59.986,0.01,8.189142825,0.120850778,0.0,0,0,0,0,0,0,0,0,0,0,0,0
-114.293621,131634.6675,125.724129,131007.8358,5.723848373,131684.814,-111.8757391,404.12377,122.2462752,434.33692,8.915223292,398.81358,-114.2764322,131434.0813,0.0,0.0,0.0,0.0,-113.6862857,411.81439,-55.38210048,19.40966,77.89361225,18.49411,59.986,0.03,10.57960021,-0.0640469,0,-120.9227427,129578.6594,119.112196,129528.5128,-0.882355005,129553.5861,59.82252339,409.98329,-65.85003939,439.464,-179.3415195,403.94066,-120.8998244,129553.5861,0.0,0.0,0.0,0.0,58.10365,417.30769,115.8577958,19.22655,-109.2916994,18.12789,59.984,0.04,10.22130205,3.110175637,0,-120.9571201,129528.5128,119.0663594,129503.4396,-0.92246205,129578.6594,59.70220225,408.70152,-66.14797745,436.35113,-179.6795646,403.20822,-120.9399314,129528.5128,0.0,0.0,0.0,0.0,57.86300773,415.47659,115.0384661,18.86033,-112.9815476,17.57856,59.982,0.04,10.19522528,3.10417999,0,-114.4033873,132044.6406,125.6588834,131894.9844,5.600280848,132124.3594,-112.1072416,403.9821777,122.2201563,432.9586182,8.753356997,399.5418701,-114.3814146,132021.3281,0.0,0.0,0.0,0.0,-113.8101239,411.6268311,-56.41204866,18.36776733,77.20916872,18.04161072,59.98600006,0.029999999,10.58172557,-0.062376442,0.0,0,0,0,0,0,0,0,0,0,0,0,0
-67.29962262,132386.8656,172.7066682,131734.9606,52.71784673,132437.0121,-66.31986479,262.57974,174.4083528,261.66419,54.17888911,262.03041,-67.29389304,132186.2794,0.0,0.0,0.0,0.0,-65.91306475,262.03041,0.0,0.0,0.0,0.0,60.0,0.0,14.28692686,-0.007014098,0,-71.33897507,131233.4952,168.7016932,131208.4219,48.71287174,131258.5685,100.1988592,267.52371,-19.17116783,266.24194,-139.1943667,265.5095,-71.31032718,131233.4952,0.0,0.0,0.0,0.0,100.6113888,266.42505,0.0,0.0,0.0,0.0,60.0,0.0,13.91137516,-2.980511106,0,-71.36189338,131208.4219,168.6730453,131183.3486,48.65557596,131283.6417,100.0269719,264.22773,-19.52640166,264.77706,-139.1198822,263.86151,-71.35043423,131208.4219,0.0,0.0,0.0,0.0,100.4566902,264.22773,0.0,0.0,0.0,0.0,60.0,0.0,14.25015762,-2.980406464,0,-67.41485503,132808.4375,172.6528935,132650.1719,52.59979565,132892.7188,-66.26129072,261.7607117,174.4656393,260.2500916,54.40155174,260.0612793,-67.39288231,132784.8438,0.0,0.0,0.0,0.0,-65.79987046,260.684967,0.0,0.0,0.0,0.0,59.99900055,0.0,14.37918864,-0.006957209,0.0,0,0,0,0,0,0,0,0,0,0,0,0
91.11174858,131158.2754,-28.87707287,130531.4436,-148.8601648,131233.4952,86.88904963,466.19806,-32.54400276,464.36696,-152.4927172,463.08519,91.12320774,130982.7625,0.0,0.0,0.0,0.0,87.28439051,464.55007,0.0,0.0,0.0,0.0,60.0,0.0,7.991352653,0.086166391,0,83.97269445,128901.6811,-35.99320869,128851.5345,-155.9992189,128926.7543,-100.6457663,471.87447,139.910564,469.86026,20.04779325,468.57849,84.00134234,128901.6811,0.0,0.0,0.0,0.0,-100.2332367,470.04337,0.0,0.0,0.0,0.0,60.0,0.0,7.767131576,-3.048309503,0,83.94977614,128851.5345,-36.02758616,128826.4613,-156.0278668,128926.7543,-100.6973325,468.57849,139.9907781,465.0994,19.99049747,463.63452,83.96696488,128876.6078,0.0,0.0,0.0,0.0,-100.2389663,465.83184,0.0,0.0,0.0,0.0,60.0,0.0,7.784332786,-3.045069697,0,90.97503933,131532.6875,-28.95721536,131400.9688,-149.0048251,131627.8438,87.14630166,462.2955322,-32.31353959,461.3170776,-152.2512823,460.1383057,90.99701205,131517.5625,0.0,0.0,0.0,0.0,87.52532935,461.2426758,0.0,0.0,0.0,0.0,60.0,0.0,8.095490924,0.078243957,0.0,0,0,0,0,0,0,0,0,0,0,0,0
-30.42405892,132411.9389,-150.4071508,131760.0339,89.59341042,132462.0854,-30.17768707,291.51112,-148.2413703,285.6516,90.52733163,289.3138,-30.41259977,132211.3527,0.0,0.0,0.0,0.0,-29.29533207,288.76447,-126.348653,3.29598,-49.33166616,3.29598,59.999,0.0,12.59094778,0.014598586,0,-34.93896635,130932.6159,-154.9048695,130882.4694,85.10142131,130957.6892,137.3093356,298.4693,19.68110026,290.96179,-101.4078002,294.44088,-34.91031846,130932.6159,0.0,0.0,0.0,0.0,138.5182766,294.62399,52.78087209,4.21153,107.3092655,4.02842,60.0,0.0,12.15365456,-2.978514692,0,-34.96761424,130882.4694,-154.939247,130857.3961,85.06704384,130957.6892,139.7845133,286.75026,21.62342719,279.60897,-99.89519158,283.63739,-34.94469593,130907.5427,0.0,0.0,0.0,0.0,140.4949809,283.27117,42.62233038,3.11287,132.1240676,3.84531,60.0,0.0,12.54469132,-3.033648705,0,-30.60516584,132424.1719,-150.5593898,132271.5156,89.3985019,132501.5938,-27.79815787,283.4415283,-146.000061,278.6064148,92.8372221,282.1941528,-30.58868459,132399.7344,0.0,0.0,0.0,0.0,-26.99066218,281.3930664,-128.4549033,3.112792969,0.0,0.0,60.0,0.0,12.99016829,-0.03270209,0.0,0,0,0,0,0,0,0,0,0,0,0,0
137.2405807,132211.3527,17.25748879,132186.2794,-102.7256031,132261.4993,140.9304289,271.91835,17.8533649,283.45428,-98.40550131,272.28457,137.2577694,132211.3527,0.0,0.0,0.0,0.0,140.0939105,275.76366,-162.9377378,6.22574,-30.34957441,7.14129,60.0,0.0,14.91051382,-0.077937623,0,133.0032355,131546.4531,13.06549106,131398.75,-106.9821204,131623.1875,-51.40228249,277.1530151,-174.399728,286.5371704,68.92548114,276.2203369,133.0252151,131521.0938,0.0,0.0,0.0,0.0,-52.31964178,279.876709,4.721374667,6.145477295,134.5193463,6.145477295,59.99900055,0.0,14.35009389,-3.078874031,0,133.000693,131057.9823,13.046249,131007.8358,-106.9425725,131057.9823,-51.50890578,275.21433,-174.3968937,284.18672,68.79504246,273.56634,133.0350705,131032.909,0.0,0.0,0.0,0.0,-52.39126079,277.59476,5.110783533,6.04263,136.6275158,5.67641,60.0,0.0,14.35341906,-3.073839572,0,137.3093356,132261.4993,17.32624372,131634.6675,-102.6740369,132311.6458,141.0851275,270.81969,18.13984379,279.60897,-98.57165907,269.53792,137.3265243,132060.9131,0.0,0.0,0.0,0.0,140.1970429,273.20012,-163.7742562,6.04263,-32.4294112,5.85952,60.0,0.0,14.74101887,-0.078819626,0.0,0,0,0,0,0,0,0,0,0,0,0,0
-25.34765286,132161.2062,-145.3307447,131509.3012,94.66408691,132211.3527,-24.71739928,309.82212,-144.797894,310.37145,94.24582772,312.56877,-25.3361937,131960.62,0.0,0.0,0.0,0.0,-25.08982185,310.92078,0.0,0.0,0.0,0.0,60.0,0.0,11.9676923,-0.022027216,0,-30.1433096,130757.1031,-150.1034832,130732.0298,89.90280763,130782.1763,143.9327277,314.39987,23.93817668,314.58298,-97.12207585,317.51274,-30.11466171,130757.1031,0.0,0.0,0.0,0.0,143.588953,315.49853,0.0,0.0,0.0,0.0,60.0,0.0,11.64668286,-3.049884706,0,-30.17195749,130732.0298,-150.1435902,130706.9565,89.86270059,130782.1763,144.0415897,311.83633,23.81785554,311.10389,-97.48303926,315.49853,-30.14903918,130732.0298,0.0,0.0,0.0,0.0,143.4514432,312.75188,0.0,0.0,-156.1940245,3.29598,60.0,0.0,11.66050775,-3.059662279,0,-25.46905654,132555.3594,-145.4068044,132407.9531,94.54010438,132632.5938,-24.68353356,307.8804016,-144.621278,307.8918457,94.34234991,311.7770996,-25.44159064,132532.2969,0.0,0.0,0.0,0.0,-24.98565673,309.1678467,0.0,0.0,0.0,0.0,60.0,0.0,12.06582662,-0.027289666,0.0,0,0,0,0,0,0,0,0,0,0,0,0
28.85415456,131509.3012,-91.106019,131459.1546,148.8773535,131559.4477,25.80028951,410.53262,-93.95934882,410.71573,145.9495392,409.25085,28.87707287,131509.3012,0.0,0.0,0.0,0.0,25.92634023,410.1664,0.0,0.0,0.0,0.0,60.0,0.0,9.098307664,0.05978311,0,23.11311746,129653.8792,-96.84132653,129628.8059,143.1649643,129653.8792,-162.2272701,415.29348,77.93944887,414.37793,-42.34158106,414.92726,23.14749492,129653.8792,0.0,0.0,0.0,0.0,-162.215811,414.92726,0.0,0.0,0.0,0.0,60.0,0.0,8.825168595,-3.047311337,0,23.18760197,129678.9524,-96.78976033,129052.1207,143.2108009,129729.099,-162.2845659,411.44817,77.89934183,411.81439,-42.35876979,411.44817,23.19906112,129478.3663,0.0,0.0,0.0,0.0,-162.2501884,411.63128,0.0,0.0,0.0,0.0,60.0,0.0,8.933752439,-3.043567219,0,29.26483342,131984.8906,-90.67291274,131846.0156,149.2849722,132062.3125,26.52374361,407.3123779,-93.46344117,407.5756226,146.4560034,408.3824158,29.28680614,131965.25,0.0,0.0,0.0,0.0,26.50726407,407.7529907,0.0,0.0,0.0,0.0,60.0,0.0,9.205702882,0.045792958,0.0,0,0,0,0,0,0,0,0,0,0,0,0
